Issue Type,File Path,Line Number,Issue Description,Severity,Recommendation,Impact,Module,Feature
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLZoneSafetyMetricRepository.swift","39","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLZoneSafetyMetricRepository.swift","57","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLReportsEmbeddedURLRepository.swift","90","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLReportsEmbeddedURLRepository.swift","98","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLWorkWithRepository.swift","39","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLWorkWithRepository.swift","45","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLWorkWithRepository.swift","51","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLWorkWithRepository.swift","57","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLWorkWithRepository.swift","64","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLWorkWithRepository.swift","71","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLWorkWithRepository.swift","80","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLWorkWithRepository.swift","81","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLWorkWithRepository.swift","84","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLWorkWithRepository.swift","115","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLWorkWithRepository.swift","124","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLWorkWithRepository.swift","125","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLWorkWithRepository.swift","128","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLWorkWithRepository.swift","137","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLWorkWithRepository.swift","146","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLWorkWithRepository.swift","147","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLWorkWithRepository.swift","150","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLWorkWithRepository.swift","172","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLWorkWithRepository.swift","180","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
"Main Thread Blocking","SalesLeadPlus/Data/Repositories/SLWorkWithRepository.swift","183","Database operation potentially on main thread","High","Move database operations to a background queue using DispatchQueue.global().async","User-facing performance degradation","SalesLeadPlus","Data"
